,Unnamed: 0,시군구명,과거대비인구변화,최근인구변화,과거대비사업체변화,최근사업체변화,노후건축물비율,인구사회,여성종사자비율,20세미만인구성장률,재정자립도,경제활동인구대비종사자수,특허출원건수,1인당주민세,1인당공원면적,도로밀도,1만인당공무원수,건축허가면적증감률,주민등록인구전출입률,폐기물재활용률,1만인당사회복지시설수,1만인당문화체육시설수,1만인당축제건수,비영리단체수,비영리단체수등급,cluster_인구사회,cluster_산업경제,시군구코드,cluster_물리환경,cluster_final
86,113,인천광역시 중구,22.86,0.0,3.61,0.0,44.35,0.0,38.57,6.63,50.2,0.94,121.0,176.24,0.74,1.06,49.13,45.72,9.54,82.79,9.79,20.54,0.55,55.0,5.0,2,2,28110,2,6
87,115,전라남도 진도군,-60.69,5.0,4.43,1.0,75.01,1.0,41.61,-4.46,13.85,0.38,12.0,10.33,30.35,0.79,218.68,-41.03,-0.78,88.22,41.14364285714286,55.31,1.47,8.0,1.0,0,1,46900,1,2
88,116,울산광역시 북구,9.57,0.0,3.0,0.0,47.37,0.0,26.97,2.86,32.2,0.58,293.0,108.51,19.57,1.59,29.27,-1.21,4.71,83.75,7.81,17.61,0.05,39.0,4.0,2,2,31200,2,6
89,118,전라남도 구례군,-50.84,2.0,2.51,1.0,64.71,1.0,47.21,-9.57,8.75,0.42,12.0,17.75,37.23,0.53,230.22,-32.17,-1.33,98.11,41.14364285714286,27.66,2.55,6.0,1.0,0,1,46730,1,2
90,120,전라남도 고흥군,-61.74,5.0,1.43,1.0,66.56,1.0,46.62,-5.51,12.32,0.43,45.0,14.47,20.21,0.71,135.84,-3.08,-0.17,79.45,41.14364285714286,18.02,0.85,13.0,1.0,0,1,46770,1,2
91,121,경상남도 거제시,7.66,3.0,1.77,0.0,52.77,1.0,29.58,-3.43,32.43,0.56,576.0,65.01,33.83,2.81,37.48,-36.53,-1.13,64.09,15.17,12.88,0.17,27.0,3.0,1,1,48310,2,4
92,122,대구광역시 달성군,8.81,0.0,4.11,0.0,51.16,0.0,35.2,1.84,39.12,0.49,848.0,45.28,24.47,1.39,36.63,17.17,1.74,79.69,14.85,13.29,0.04,19.0,1.0,2,1,27710,0,3
93,123,대전광역시 서구,-4.27,3.0,1.5,0.0,66.08,1.0,51.78,-3.97,21.16,0.42,728.0,22.7,13.64,2.07,15.47,29.6,-0.91,68.49,6.95,15.98,0.06,185.0,7.0,1,1,30170,1,3
94,125,강원도 강릉시,-6.76,2.0,2.13,1.0,57.41,0.0,45.69,-3.57,20.92,0.46,340.0,22.92,22.69,1.13,64.27,-43.32,0.56,90.55,21.94,22.36,0.47,54.0,5.0,1,1,42150,0,2
95,126,강원도 태백시,-59.3,5.0,-0.93,1.0,70.05,1.0,40.6,-7.84,22.66,0.49,23.0,20.24,64.21,0.75,149.62,-26.96,-1.89,89.53,31.35,47.74,0.47,12.0,1.0,0,0,42190,1,1
96,127,경상북도 김천시,-17.08,1.0,2.21,0.0,60.17,0.0,40.12,-3.36,27.6,0.52,302.0,41.92,33.72,1.27,85.16,-13.73,0.36,80.96,43.49,20.94,0.07,32.0,3.0,1,1,47150,0,2
97,128,경상북도 영덕군,-54.02,5.0,1.97,1.0,62.3,1.0,46.35,-4.52,13.42,0.43,13.0,14.09,56.78,0.19,176.28,39.12,-1.06,89.07,72.67,38.23,1.17,8.0,1.0,0,1,47770,1,2
98,129,경상북도 칠곡군,2.91,3.0,3.05,0.0,46.29,1.0,36.13,-6.63,27.53,0.65,238.0,37.79,37.27,2.45,71.17,-43.49,-1.48,76.61,26.08,18.21,0.18,35.0,4.0,1,1,47850,0,2
99,130,경상남도 김해시,3.64,0.0,2.41,0.0,44.43,0.0,39.54,-1.64,39.93,0.51,1220.0,30.76,24.74,4.62,27.88,-2.12,1.42,88.26,11.85,13.0,0.17,58.0,5.0,2,1,48250,0,3
100,131,경상남도 합천군,-55.24,5.0,-5.06,2.0,71.4,1.0,41.68,-7.67,12.69,0.38,34.0,13.19,7.39,1.04,127.39,13.06,-0.27,93.1,129.8,16.83,0.96,10.0,1.0,0,0,48890,1,1
101,132,경상북도 청송군,-56.6,5.0,0.99,1.0,55.9,1.0,52.77,-8.29,10.35,0.5,12.0,14.75,18.93,0.54,225.52,-7.22,-0.11,85.77,101.55,19.89,0.85,9.0,1.0,0,1,47750,0,1
102,134,충청남도 서산시,4.88,0.0,3.89,0.0,51.7,0.0,33.61,-2.46,39.46,0.53,301.0,70.19,19.55,2.07,49.22,0.3038607594936721,0.23,87.13715189873417,25.68,11.03,0.65,26.0,3.0,2,1,44210,2,5
103,135,경상북도 영천시,-32.7,2.0,1.26,1.0,59.21,1.0,35.97,-1.42,18.84,0.59,221.0,38.02,6.37,0.95,111.28,-51.2,1.22,80.03,47.39,29.02,0.52,28.0,3.0,1,1,47230,0,2
104,136,전라남도 강진군,-56.18,5.0,2.72,0.0,66.33,1.0,44.93,-5.17,11.23,0.45,33.0,14.58,65.95,1.33,186.06,6.79,-1.65,94.14,41.14364285714286,27.38,1.87,16.0,1.0,0,1,46810,1,2
105,138,충청남도 논산시,-35.43,5.0,2.85,1.0,65.42,1.0,44.57,-4.6,13.2,0.48,226.0,23.98,10.56,2.41,62.67,0.3038607594936721,-0.66,87.13715189873417,49.67,15.24,0.34,32.0,3.0,0,1,44230,1,2
106,139,경상북도 군위군,-52.28,2.0,1.79,1.0,62.89,1.0,36.64,-6.52,12.59,0.49,15.0,23.52,39.31,0.66,246.54,-31.94,0.73,95.61,104.86,82.49,0.47,10.0,1.0,0,1,47720,1,2
107,140,경상북도 구미시,2.86,2.0,2.3,0.0,47.41,0.0,36.04,-3.17,44.24,0.54,1546.0,69.02,39.79,3.25,41.06,-57.64,-0.74,81.74,11.9,22.09,0.6457142857142857,104.0,6.0,2,1,47190,2,5
108,141,경상북도 울릉군,-50.16,5.0,-1.57,2.0,71.95,1.0,38.26,-3.24,16.13,0.45,4.0,15.41,24.66,1.17,473.31,68.84,-1.91,94.98,35.59,29.66,1.19,6.0,1.0,0,0,47940,1,1
109,142,대구광역시 중구,-57.7,2.0,0.96,1.0,80.94,1.0,56.42,-3.75,31.05,1.38,92.0,67.62,0.74,12.29,82.91,403.88,-2.47,96.25,11.38,24.64,0.54,107.0,6.0,0,0,27110,2,2
110,144,경상북도 경주시,-8.94,5.0,3.38,0.0,57.77,1.0,37.43,-5.08,28.4,0.61,517.0,51.69,13.51,1.54,68.03,-5.44,-0.21,82.55,27.59,20.46,0.12,82.0,6.0,1,1,47130,0,2
111,145,경상남도 고성군,-37.47,5.0,-0.05,2.0,68.67,1.0,36.34,-5.22,17.82,0.51,55.0,37.86,26.19,2.5,108.03,6.21,-0.94,64.68,70.53,12.84,0.61,21.0,1.0,0,0,48820,1,1
112,147,부산광역시 중구,-51.99,5.0,-1.42,1.0,80.87,1.0,41.0,-9.45,31.57,2.03,47.0,100.22,128.84,7.52,120.36,-38.38,-1.39,90.88,10.62,29.59,0.76,50.0,5.0,0,0,26110,2,2
113,149,부산광역시 사상구,-20.41,5.0,-0.59,1.0,73.54,1.0,38.47,-6.18,23.22,0.64,507.0,32.77,3.31,4.78,33.81,-53.87,-2.22,92.82,7.6,15.56,0.05,40.0,4.0,1,0,26530,1,2
114,150,대구광역시 서구,-50.72,5.0,-3.12,2.0,84.07,1.0,41.66,-9.67,18.14,0.5,196.0,25.6,3.31,8.49,43.05,186.99,-4.63,79.38,9.72,13.5,0.1485714285714285,29.0,3.0,0,0,27170,1,1
115,151,충청북도 제천시,-11.24,3.0,1.04,0.0,57.46,1.0,43.27,-3.22,18.82,0.47,150.0,23.68,7.6,0.64,62.79,-9.39,-0.23,94.84,41.14364285714286,18.01,0.37,28.0,3.0,1,1,43150,0,2
116,152,전라북도 진안군,-64.33,2.0,5.23,1.0,52.78,1.0,43.5,-11.31,11.03,0.44,29.0,14.73,22.78,0.5,204.44,13.66,-0.29,98.14,155.55,42.22,1.78,37.0,4.0,0,1,45720,0,1
117,153,충청북도 보은군,-53.0,4.0,2.03,0.0,62.82,1.0,41.51,-7.56,7.74,0.53,45.0,39.17,34.71,0.79,145.4,36.27,-1.12,92.03,41.14364285714286,69.98,1.28,23.0,2.0,0,1,43720,1,2
118,154,부산광역시 해운대구,-1.23,5.0,2.46,0.0,78.33,1.0,50.39,-4.55,29.12,0.45,705.0,24.48,5.51,3.53,26.67,61.86,-0.75,94.45,8.25,13.49,0.08,61.0,5.0,1,1,26350,1,3
119,155,경상북도 의성군,-59.14,5.0,1.66,1.0,71.3,1.0,42.93,-3.6,15.95,0.39,39.0,12.96,35.08,0.81,184.08,-5.21,0.51,85.82,108.72,76.18,0.41,14.0,1.0,0,1,47730,1,2
120,156,광주광역시 동구,-53.88,4.0,-7.37,1.0,74.84,1.0,54.0,3.0,20.02,0.83,247.0,49.21,3.31,2.25,53.67,74.18,4.57,95.14,16.01,31.23,0.1,166.0,7.0,0,2,29110,1,3
121,158,대구광역시 남구,-42.62,5.0,-0.36,1.0,81.87,1.0,53.34,-6.15,15.37,0.44,145.0,22.29,0.7,6.64,45.66,-76.26,-1.21,94.93,8.99,12.98,0.34,68.0,6.0,0,0,27200,1,1
122,159,충청남도 청양군,-49.52,2.0,2.83,0.0,67.64,1.0,38.66,-8.02,15.92,0.47,60.0,22.06,3.41,1.8,153.25,0.3038607594936721,-0.73,87.13715189873417,106.41,20.08,0.67,5.0,1.0,0,1,44790,1,2
123,160,전라남도 광양시,-5.04,1.0,2.48,0.0,55.64,0.0,30.19,-4.38,31.57,0.67,276.0,89.38,75.92,3.18,74.33,274.02,-0.13,98.79,41.14364285714286,31.12,0.35,40.0,4.0,2,1,46230,2,5
124,162,대전광역시 대덕구,-16.26,5.0,-0.09,1.0,69.11,1.0,33.51,-8.19,20.42,0.61,1097.0,66.39,5.17,3.72,32.19,49.46,-2.66,27.94,10.35,21.67,0.28,58.0,5.0,1,0,30230,2,3
125,164,충청북도 충주시,-5.39,1.0,1.9,0.0,56.79,0.0,41.41,-3.67,20.7,0.53,409.0,30.04,30.14,1.75,48.96,-37.45,0.37,88.49,41.14364285714286,23.71,0.19,45.0,5.0,1,1,43130,0,2
126,165,경상북도 상주시,-45.87,5.0,1.89,1.0,63.21,1.0,45.68,-4.79,15.26,0.39,99.0,15.5,25.16,0.63,126.49,-3.56,1.1,87.04,66.08,64.5,0.21,30.0,3.0,0,1,47250,1,2
127,166,전라남도 화순군,-34.38,5.0,2.49,0.0,62.82,1.0,45.64,-4.81,21.26,0.53,114.0,29.58,30.04,0.64,124.9,-31.0,-1.41,88.99,41.14364285714286,55.34,1.03,22.0,2.0,0,1,46790,1,2
128,167,부산광역시 금정구,-22.96,5.0,0.08,1.0,77.08,1.0,42.16,-5.47,22.78,0.44,585.0,21.42,5.71,3.18,32.58,-33.92,-1.38,91.91,7.44,15.43,0.04,66.0,6.0,1,0,26410,1,2
129,168,경상북도 문경시,-49.11,4.0,2.04,1.0,65.13,1.0,50.25,-3.74,20.64,0.44,71.0,17.42,16.95,0.35,136.87,26.62,1.22,83.01,63.99,34.96,0.59,29.0,3.0,0,1,47280,1,2
130,169,경상북도 안동시,-24.56,4.0,1.17,0.0,68.17,1.0,47.98,-4.32,14.08,0.41,338.0,20.49,48.16,0.83,89.28,-14.29,-0.97,86.65,37.28,37.79,0.19,91.0,6.0,0,0,47170,1,1
131,170,경상남도 의령군,-53.09,5.0,3.64,1.0,44.41,1.0,40.28,-6.6,16.0,0.41,38.0,20.84,70.52,0.99,173.67,-35.3,-0.57,86.83,124.85,18.81,0.4,7.0,1.0,0,1,48720,0,1
132,171,부산광역시 연제구,-22.9,2.0,-0.03,1.0,80.54,1.0,49.94,0.06,23.45,0.48,187.0,24.7,0.42,4.85,31.7,3.15,0.73,96.14,7.79,8.33,0.05,77.0,6.0,1,0,26470,1,2
133,172,전라북도 정읍시,-45.95,5.0,1.59,1.0,53.7,1.0,46.17,-5.52,14.55,0.45,199.0,22.22,40.4,1.54,75.45,-41.65,-0.88,91.98,72.07,20.38,0.68,52.0,5.0,0,1,45180,0,1
134,173,경상북도 울진군,-45.26,5.0,3.26,0.0,71.43,1.0,38.31,-4.61,16.54,0.47,49.0,50.91,27.1,0.67,148.36,27.3,-0.89,90.28,58.6,23.04,0.66,21.0,1.0,0,1,47930,1,2
135,174,충청남도 공주시,-29.52,5.0,2.55,2.0,58.59,1.0,45.01,-1.04,18.66,0.53,392.0,29.71,16.83,1.26,71.15,0.3038607594936721,-0.53,87.13715189873417,44.69,15.99,0.93,29.0,3.0,0,1,44150,0,1
136,178,인천광역시 연수구,11.57,0.0,5.37,0.0,61.2,0.0,45.28,5.84,46.77,0.38,1575.0,38.8,3.79,2.54,18.96,20.9,5.31,87.33,11.9,11.08,0.06,75.0,6.0,2,2,28185,0,4
137,180,경상북도 영주시,-31.13,5.0,0.18,1.0,65.61,1.0,44.14,-5.08,17.88,0.45,63.0,25.68,20.82,1.22,102.15,-0.39,-1.01,87.19,40.42,17.27,0.48,28.0,3.0,0,0,47210,1,1
138,181,경상남도 남해군,-51.87,4.0,2.38,0.0,68.59,1.0,49.97,-4.66,17.78,0.44,38.0,12.25,26.33,0.81,110.51,5.77,0.49,92.68,70.26,14.64,0.98,10.0,1.0,0,1,48840,1,2
139,184,울산광역시 남구,-1.08,5.0,1.81,0.0,61.16,1.0,40.52,-5.9,37.49,0.63,561.0,60.76,36.58,3.88,25.32,19.06,-2.28,80.32,5.46,15.83,0.06,180.0,7.0,1,0,31140,2,3
140,186,강원도 화천군,-25.6,5.0,4.83,0.0,47.36,1.0,41.56,-4.22,14.02,0.28,10.0,9.49,36.66,0.27,213.25,8.93,-0.71,83.03,44.3,38.65,1.3,3.0,1.0,0,1,42790,0,1
141,188,전라북도 임실군,-62.66,4.0,-3.34,2.0,56.47,1.0,45.76,-5.51,12.93,0.46,30.0,17.51,9.16,0.64,188.59,7.73,-3.15,97.83,143.39,20.65,2.34,18.0,1.0,0,0,45750,0,0
142,189,전라북도 부안군,-55.26,3.0,2.29,1.0,65.6,1.0,46.11,-5.98,14.1,0.46,35.0,18.27,77.68,1.43,105.34,-26.33,-1.29,94.29,102.25,29.48,0.82,23.0,2.0,0,1,45800,1,2
143,190,경상남도 창녕군,-40.23,2.0,3.36,0.0,64.4,1.0,36.85,-3.3,18.44,0.58,60.0,33.81,59.26,1.63,89.29,-3.69,-0.94,95.06,71.84,24.63,0.86,16.0,1.0,0,1,48740,1,2
144,191,강원도 원주시,5.05,0.0,3.1,0.0,47.38,0.0,44.87,-1.9,25.53,0.5,792.0,31.76,17.18,1.8,49.94,-45.73,1.43,87.01,16.88,22.81,0.09,68.0,6.0,2,1,42130,0,3
145,192,강원도 횡성군,-30.78,0.0,3.57,0.0,30.92,1.0,42.34,-2.47,18.24,0.51,94.0,26.96,5.0,0.56,139.33,-16.44,0.37,91.44,57.34,44.68,0.92,4.0,1.0,1,1,42730,0,2
146,193,강원도 철원군,-24.15,4.0,1.95,1.0,56.23,1.0,43.86,-4.14,11.96,0.31,50.0,12.07,22.85,0.62,149.41,10.77,-1.68,91.32,34.41,27.1,0.94,5.0,1.0,0,1,42780,0,1
147,194,충청남도 천안시,5.63,0.0,4.32,0.0,50.6,0.0,40.18,-1.47,47.59,0.51,3675.0,44.25,9.89,3.12,24.72,0.3038607594936721,0.61,87.13715189873417,13.73,16.03,0.7064285714285715,139.0,7.0,2,1,44130,0,3
148,195,전라북도 김제시,-51.96,5.0,2.2,0.0,62.95,1.0,40.52,-6.08,13.13,0.61,155.0,29.38,18.03,1.6,96.94,-12.55,-0.89,92.42,86.0,25.62,0.26,21.0,1.0,0,1,45210,1,2
149,196,경상남도 통영시,-9.42,5.0,3.29,0.0,68.66,1.0,50.27,-5.87,18.74,0.34,77.0,16.17,39.13,2.32,61.88,-45.74,-1.44,66.63,23.12,41.66,0.24,23.0,2.0,1,1,48220,1,3
150,197,경상남도 양산시,15.09,0.0,5.27,0.0,40.79,0.0,40.58,-1.95,39.27,0.5,643.0,39.34,17.2,3.42,31.81,23.18,0.27,81.12,10.49,19.24,0.09,45.0,5.0,2,1,48330,0,3
151,200,인천광역시 옹진군,-1.97,2.0,3.16,1.0,41.99,0.0,29.39,-6.38,12.71,0.36,9.0,45.96,4.264444444444445,0.08,247.51,0.12,-1.91,96.18,42.77,37.42,0.2033333333333333,1.0,1.0,1,0,28720,1,2
152,202,전라남도 순천시,-3.01,1.0,2.6,0.0,62.63,0.0,48.1,-2.73,25.03,0.43,387.0,19.89,38.38,1.53,55.29,113.74,-0.02,86.35,41.14364285714286,41.0,0.45,75.0,6.0,1,1,46150,1,3
153,203,인천광역시 미추홀구,-7.53,2.0,0.27,1.0,74.65,0.0,49.63,-4.14,20.51,0.33,499.0,17.18,2.61,14.07,19.19,-39.78,-1.86,92.97,6.94,17.96,0.03,136.0,7.0,1,0,28170,1,2
154,204,경상북도 청도군,-44.3,5.0,6.69,0.0,67.23,1.0,46.74,-5.47,15.27,0.49,70.0,14.88,35.35,0.3,155.48,-55.65,0.72,90.74,87.11,56.47,0.76,16.0,1.0,0,1,47820,1,2
155,206,울산광역시 동구,-11.08,5.0,-2.52,2.0,61.38,1.0,28.12,-6.26,22.33,0.56,199.0,86.23,28.44,3.67,33.57,-79.57,-3.37,77.36,5.02,13.8,0.06,33.0,4.0,1,0,31170,2,3
156,208,강원도 동해시,-7.44,5.0,-1.22,1.0,62.31,1.0,43.55,-4.99,20.09,0.44,50.0,28.59,48.82,3.66,76.54,12.35,-0.58,95.09,18.7,25.83,0.12,27.0,3.0,1,0,42170,1,2
157,209,전라남도 장성군,-50.03,2.0,4.62,0.0,58.22,1.0,36.51,-5.05,17.97,0.61,127.0,29.04,9.8,1.7,152.03,-40.71,0.38,88.71,41.14364285714286,51.66,1.48,10.0,1.0,0,1,46880,0,1
158,210,경상북도 성주군,-39.11,3.0,3.44,1.0,55.12,1.0,31.58,-7.04,15.91,0.71,103.0,34.02,12.17,0.94,158.44,-13.66,-0.77,88.08,77.43,15.38,0.26,15.0,1.0,0,1,47840,0,1
159,211,부산광역시 영도구,-39.29,5.0,0.13,1.0,83.78,1.0,38.9,-6.89,13.97,0.44,328.0,24.37,7.32,6.98,54.05,-73.3,-2.17,92.79,9.67,11.83,0.17,16.0,1.0,0,0,26200,1,1
160,212,강원도 홍천군,-26.64,2.0,2.56,0.0,47.08,1.0,44.57,-6.53,16.7,0.45,77.0,23.79,17.38,0.4,119.3,0.09,-0.61,89.24,37.41,47.99,0.61,12.0,1.0,1,1,42720,0,2
161,213,충청북도 청주시,22.89,0.0,2.58,0.0,55.33,0.0,40.84,-2.7,37.26,0.47,2040.0,43.79,18.86,3.42,35.97,-40.93,0.07,76.61,41.14364285714286,21.2,0.827,284.0,7.0,2,1,43110,0,3
162,214,충청남도 금산군,-43.03,5.0,1.98,0.0,67.75,1.0,32.89,-4.08,18.17,0.67,156.0,42.39,24.56,0.26,96.87,0.3038607594936721,-0.99,87.13715189873417,73.44,18.75,0.78,23.0,2.0,0,1,44710,1,2
163,216,부산광역시 동래구,-21.77,4.0,-2.61,1.0,82.18,1.0,50.21,-0.37,22.72,0.39,285.0,17.52,18.59,5.83,28.04,-21.69,1.84,93.95,7.36,10.98,0.04,76.0,6.0,1,0,26260,1,2
164,217,광주광역시 광산구,7.93,0.0,4.82,0.0,48.68,0.0,39.98,-3.45,22.37,0.48,957.0,38.19,11.09,1.9,22.17,-23.66,-0.07,84.07,12.42,17.69,0.0733333333333333,77.0,6.0,2,0,29200,1,3
165,218,인천광역시 동구,-54.2,5.0,-3.77,2.0,76.53,1.0,29.9,-8.02,34.4,0.68,407.0,61.64,1.0,7.37,74.99,-90.01,-2.55,90.34,10.04,15.55,0.16,18.0,1.0,0,0,28140,2,2
166,219,광주광역시 서구,-3.3,3.0,2.09,0.0,55.24,1.0,44.88,-6.37,22.52,0.6,475.0,36.97,16.55,4.45,23.61,69.92,-1.1,80.63,10.59,17.76,0.03,120.0,6.0,1,1,29140,0,2
167,221,강원도 삼척시,-48.26,5.0,0.83,0.0,55.14,1.0,35.98,-5.82,17.39,0.47,40.0,38.01,19.8,0.7,138.53,-25.19,-1.28,94.71,39.28,20.24,0.91,16.0,1.0,0,0,42230,0,0
168,222,충청북도 증평군,-12.12,1.0,4.11,0.0,54.44,0.0,39.32,-3.81,17.63,0.43,40.0,32.9,19.28,3.4,113.31,-6.71,0.1,84.2,41.14364285714286,39.61,0.55,13.0,1.0,1,1,43745,0,2
169,223,충청남도 부여군,-49.99,5.0,-1.59,2.0,70.87,1.0,44.41,-8.3,14.33,0.35,52.0,18.41,11.11,0.27,86.54,0.3038607594936721,-0.95,87.13715189873417,77.24,14.03,0.47,11.0,1.0,0,0,44760,1,1
170,224,울산광역시 울주군,12.15,1.0,2.81,0.0,41.07,0.0,27.81,-3.2,45.97,0.62,942.0,78.35,60.78,0.81,46.99,-38.45,0.51,80.99,21.76,16.71,0.14,42.0,4.0,2,1,31710,2,5
171,226,전라남도 장흥군,-59.47,4.0,3.91,1.0,65.19,1.0,45.09,-5.91,11.33,0.5,34.0,14.31,29.94,0.82,175.39,26.18,-1.17,95.08,41.14364285714286,29.42,1.44,16.0,1.0,0,1,46800,1,2
172,227,제주특별자치도 서귀포시,-13.83,0.0,6.97,0.0,58.26,0.0,49.26,-1.51,36.52,0.46,180.0,21.5,16.73,1.86,47.45,-43.43,0.26,50.47,11.64,29.39,0.77,77.0,6.0,2,1,49130,0,3
